Contract,Version,Procurement Type,Description,Max Amt,Begin Dt,Expire Dt,Supplier,Dept,Agency Name,Contract Duration (Days),Vendor Frequency,Total Agency Spend,Risk Score,Risk Level
2277,4,RFP PAR57325,PAR Landcape Architectural Poo,43861.9,7/26/2019,7/31/2024,ENVIRONMENTAL PLANNING GROUP  LLC,3630000000,PARKS,1832,6," $180,440,543.41 ",2,Low Risk
2277,5,RFP PAR57325,PAR Landcape Architectural Poo,212358.9,7/26/2019,7/31/2024,ENVIRONMENTAL PLANNING GROUP  LLC,3630000000,PARKS,1832,6," $180,440,543.41 ",2,Low Risk
2280,1,RFP PAR57325,PAR Landcape Architectural Poo,1,7/26/2019,7/31/2024,G BROWN DESIGN INC,3630000000,PARKS,1832,20," $180,440,543.41 ",2,Low Risk
2280,2,RFP PAR57325,PAR Landcape Architectural Poo,44475,7/26/2019,7/31/2024,G BROWN DESIGN INC,3630000000,PARKS,1832,20," $180,440,543.41 ",2,Low Risk
2280,3,RFP PAR57325,PAR Landcape Architectural Poo,128225,7/26/2019,7/31/2024,G BROWN DESIGN INC,3630000000,PARKS,1832,20," $180,440,543.41 ",2,Low Risk
2280,4,RFP PAR57325,PAR Landcape Architectural Poo,170085,7/26/2019,7/31/2024,G BROWN DESIGN INC,3630000000,PARKS,1832,20," $180,440,543.41 ",2,Low Risk
2280,5,RFP PAR57325,PAR Landcape Architectural Poo,234855,7/26/2019,7/31/2024,G BROWN DESIGN INC,3630000000,PARKS,1832,20," $180,440,543.41 ",2,Low Risk
2280,6,RFP PAR57325,PAR Landcape Architectural Poo,386460,7/26/2019,7/31/2024,G BROWN DESIGN INC,3630000000,PARKS,1832,20," $180,440,543.41 ",2,Low Risk
2280,7,RFP PAR57325,PAR Landcape Architectural Poo,459105,7/26/2019,7/31/2024,G BROWN DESIGN INC,3630000000,PARKS,1832,20," $180,440,543.41 ",2,Low Risk
2280,8,RFP PAR57325,PAR Landcape Architectural Poo,518935,7/26/2019,7/31/2024,G BROWN DESIGN INC,3630000000,PARKS,1832,20," $180,440,543.41 ",4,Medium Risk
2280,9,RFP PAR57325,PAR Landcape Architectural Poo,524235,7/26/2019,7/31/2024,G BROWN DESIGN INC,3630000000,PARKS,1832,20," $180,440,543.41 ",4,Medium Risk
2280,10,RFP PAR57325,PAR Landcape Architectural Poo,665085,7/26/2019,7/31/2024,G BROWN DESIGN INC,3630000000,PARKS,1832,20," $180,440,543.41 ",4,Medium Risk
2281,1,RFP PAR57325,PAR Landcape Architectural Poo,1,7/26/2019,7/31/2024,JUB ENGINEERS INC,3630000000,PARKS,1832,15," $180,440,543.41 ",2,Low Risk
2281,2,RFP PAR57325,PAR Landcape Architectural Poo,70432,7/26/2019,7/31/2024,JUB ENGINEERS INC,3630000000,PARKS,1832,15," $180,440,543.41 ",2,Low Risk
2281,3,RFP PAR57325,PAR Landcape Architectural Poo,91432,7/26/2019,7/31/2024,JUB ENGINEERS INC,3630000000,PARKS,1832,15," $180,440,543.41 ",2,Low Risk
2281,4,RFP PAR57325,PAR Landcape Architectural Poo,131432,7/26/2019,7/31/2024,JUB ENGINEERS INC,3630000000,PARKS,1832,15," $180,440,543.41 ",2,Low Risk
2282,1,RFP PAR57325,PAR Landcape Architectural Poo,1,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",2,Low Risk
2282,2,RFP PAR57325,PAR Landcape Architectural Poo,8559.24,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",2,Low Risk
2282,3,RFP PAR57325,PAR Landcape Architectural Poo,58457.04,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",2,Low Risk
2282,4,RFP PAR57325,PAR Landcape Architectural Poo,73043.6,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",2,Low Risk
2282,5,RFP PAR57325,PAR Landcape Architectural Poo,75643.6,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",2,Low Risk
2282,6,RFP PAR57325,PAR Landcape Architectural Poo,80143.6,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",2,Low Risk
2282,7,RFP PAR57325,PAR Landcape Architectural Poo,255143.6,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",2,Low Risk
2282,8,RFP PAR57325,PAR Landcape Architectural Poo,255143.6,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",2,Low Risk
2282,9,RFP PAR57325,PAR Landcape Architectural Poo,262293.6,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",2,Low Risk
2282,10,RFP PAR57325,PAR Landcape Architectural Poo,360087.2,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",2,Low Risk
2282,11,RFP PAR57325,PAR Landcape Architectural Poo,407565.24,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",2,Low Risk
2282,12,RFP PAR57325,PAR Landcape Architectural Poo,482826.16,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",4,Medium Risk
2282,13,RFP PAR57325,PAR Landcape Architectural Poo,495104.4,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",4,Medium Risk
2282,14,RFP PAR57325,PAR Landcape Architectural Poo,516104.4,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",4,Medium Risk
2282,15,RFP PAR57325,PAR Landcape Architectural Poo,573364.74,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",4,Medium Risk
2282,16,RFP PAR57325,PAR Landcape Architectural Poo,573364.74,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",4,Medium Risk
2282,17,RFP PAR57325,PAR Landcape Architectural Poo,583764.74,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",4,Medium Risk
2282,18,RFP PAR57325,PAR Landcape Architectural Poo,606764.74,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",4,Medium Risk
2282,19,RFP PAR57325,PAR Landcape Architectural Poo,739264.74,7/26/2019,7/31/2024,BIO-WEST INC,3630000000,PARKS,1832,29," $180,440,543.41 ",4,Medium Risk
2284,1,CON PAR58028-1,PARMagnaRegionalPark  P-1,8618000,7/31/2019,6/15/2022,S&L LANDSCAPING AND EXCAVATION INC,3630001000,PARK CONSTRUCTION,1050,20," $51,234,224.19 ",5,Medium Risk
2284,2,CON PAR58028-1,PARMagnaRegionalPark  P-1,8818893.57,7/31/2019,6/15/2022,S&L LANDSCAPING AND EXCAVATION INC,3630001000,PARK CONSTRUCTION,1050,20," $51,234,224.19 ",5,Medium Risk
2284,3,CON PAR58028-1,PARMagnaRegionalPark  P-1,8854137.51,7/31/2019,6/24/2022,S&L LANDSCAPING AND EXCAVATION INC,3630001000,PARK CONSTRUCTION,1059,20," $51,234,224.19 ",5,Medium Risk
2284,4,CON PAR58028-1,PARMagnaRegionalPark  P-1,8905100.21,7/31/2019,10/31/2022,S&L LANDSCAPING AND EXCAVATION INC,3630001000,PARK CONSTRUCTION,1188,20," $51,234,224.19 ",5,Medium Risk
2284,5,CON PAR58028-1,PARMagnaRegionalPark  P-1,8914248.55,7/31/2019,10/31/2023,S&L LANDSCAPING AND EXCAVATION INC,3630001000,PARK CONSTRUCTION,1553,20," $51,234,224.19 ",5,Medium Risk
2287,1,CON PAR58819,PAR Big Cottonwood Park Field,6027455,8/1/2019,5/1/2020,R & O CONSTRUCTION COMPANY,3630000000,PARKS,274,12," $180,440,543.41 ",4,Medium Risk
2287,2,CON PAR58819,PAR Big Cottonwood Park Field,6653122.07,8/1/2019,5/22/2021,R & O CONSTRUCTION COMPANY,3630000000,PARKS,660,12," $180,440,543.41 ",4,Medium Risk
2287,3,CON PAR58819,PAR Big Cottonwood Park Field,6823832.77,8/1/2019,5/22/2021,R & O CONSTRUCTION COMPANY,3630000000,PARKS,660,12," $180,440,543.41 ",4,Medium Risk
2287,4,CON PAR58819,PAR Big Cottonwood Park Field,6858178.97,8/1/2019,5/22/2021,R & O CONSTRUCTION COMPANY,3630000000,PARKS,660,12," $180,440,543.41 ",4,Medium Risk
2287,5,CON PAR58819,PAR Big Cottonwood Park Field,6917858.97,8/1/2019,5/22/2021,R & O CONSTRUCTION COMPANY,3630000000,PARKS,660,12," $180,440,543.41 ",4,Medium Risk
2287,6,CON PAR58819,PAR Big Cottonwood Park Field,6918966.55,8/1/2019,5/23/2021,R & O CONSTRUCTION COMPANY,3630000000,PARKS,661,12," $180,440,543.41 ",4,Medium Risk
2288,1,EXO EXEMPT OTHER,CLK Ballot Printing Services,0,6/17/2019,6/16/2023,RUNBECK ELECTION SERVICES LLC,7900000000,CLERK DEFAULT,1460,4, $349.00 ,4,Medium Risk
2288,2,EXO EXEMPT OTHER,CLK Ballot Printing Services,0,6/17/2019,6/16/2025,RUNBECK ELECTION SERVICES LLC,7900000000,CLERK DEFAULT,2191,4, $349.00 ,4,Medium Risk
2289,1,CON PAR59014,PAR Southridge Park Irrigation,427000,8/7/2019,11/21/2020,STALLINGS CONSTRUCTION INC,3630000000,PARKS,472,785," $180,440,543.41 ",2,Low Risk
2289,2,CON PAR59014,PAR Southridge Park Irrigation,430608.27,8/7/2019,11/21/2020,STALLINGS CONSTRUCTION INC,3630000000,PARKS,472,785," $180,440,543.41 ",2,Low Risk
2289,3,CON PAR59014,PAR Southridge Park Irrigation,448548.47,8/7/2019,11/21/2020,STALLINGS CONSTRUCTION INC,3630000000,PARKS,472,785," $180,440,543.41 ",2,Low Risk
2290,1,RFP AGS56269,AGS Senior Center Cafe,0,8/7/2019,1/13/2023,UTAH COMMUNITY ACTION,2300000000,AGING AND ADULT SERVICES,1255,40," $4,409,811.00 ",2,Low Risk
2290,2,RFP AGS56269,AGS Senior Center Cafe,0,8/7/2019,1/13/2023,UTAH COMMUNITY ACTION,2300000000,AGING AND ADULT SERVICES,1255,40," $4,409,811.00 ",2,Low Risk
2290,3,RFP AGS56269,AGS Senior Center Cafe,0,8/7/2019,1/13/2023,UTAH COMMUNITY ACTION,2300000000,AGING AND ADULT SERVICES,1255,40," $4,409,811.00 ",2,Low Risk
2290,4,RFP AGS56269,AGS Senior Center Cafe,0,8/7/2019,1/13/2024,UTAH COMMUNITY ACTION,2300000000,AGING AND ADULT SERVICES,1620,40," $4,409,811.00 ",2,Low Risk
2290,5,RFP AGS56269,AGS Senior Center Cafe,0,8/7/2019,3/31/2024,UTAH COMMUNITY ACTION,2300000000,AGING AND ADULT SERVICES,1698,40," $4,409,811.00 ",2,Low Risk
2290,6,RFP AGS56269,AGS Senior Center Cafe,0,8/7/2019,4/8/2024,UTAH COMMUNITY ACTION,2300000000,AGING AND ADULT SERVICES,1706,40," $4,409,811.00 ",2,Low Risk
2291,1,EXI EXEMPT INTERLOCAL,PWO Secure Parking - Emergenci,1,8/7/2019,9/20/2021,UNIFIED FIRE AUTHORITY,4400000000,PUBLIC WORKS OPERATIONS,775,6," $1,456,320.49 ",2,Low Risk
2293,1,RFC IS58638-1,"CZ Data Cabling, comm supply",0,8/25/2019,8/24/2024,CODALE ELECTRIC SUPPLY INC,6100000000,CONTRACTS AND PROCUREMENT,1826,10, $-   ,2,Low Risk
2293,2,RFC IS58638-1,"CZ Data Cabling, comm supply",0,8/25/2019,2/24/2025,CODALE ELECTRIC SUPPLY INC,6100000000,CONTRACTS AND PROCUREMENT,2010,10, $-   ,2,Low Risk
2294,2,RFC FAC59523,CW UPS Battery Back up,0,8/9/2019,8/9/2024,WHEELER MACHINERY COMPANY,6100000000,CONTRACTS AND PROCUREMENT,1827,8, $-   ,2,Low Risk
2296,1,RFP PAR57325,PAR Landcape Architectural Poo,1,8/12/2019,7/31/2024,ALTA PLANNING AND DESIGN INC,3630000000,PARKS,1815,4," $180,440,543.41 ",2,Low Risk
2296,2,RFP PAR57325,PAR Landcape Architectural Poo,19892,8/12/2019,7/31/2024,ALTA PLANNING AND DESIGN INC,3630000000,PARKS,1815,4," $180,440,543.41 ",2,Low Risk
2296,3,RFP PAR57325,PAR Landcape Architectural Poo,79892,8/12/2019,7/31/2024,ALTA PLANNING AND DESIGN INC,3630000000,PARKS,1815,4," $180,440,543.41 ",2,Low Risk
2297,1,RFP PAR57325,PAR Landcape Architectural Poo,1,8/12/2019,7/31/2024,ARCSITIO DESIGN INC,3630000000,PARKS,1815,15," $180,440,543.41 ",2,Low Risk
2297,2,RFP PAR57325,PAR Landcape Architectural Poo,9950,8/12/2019,7/31/2024,ARCSITIO DESIGN INC,3630000000,PARKS,1815,15," $180,440,543.41 ",2,Low Risk
2297,3,RFP PAR57325,PAR Landcape Architectural Poo,89400,8/12/2019,7/31/2024,ARCSITIO DESIGN INC,3630000000,PARKS,1815,15," $180,440,543.41 ",2,Low Risk
2297,4,RFP PAR57325,PAR Landcape Architectural Poo,131146,8/12/2019,7/31/2024,ARCSITIO DESIGN INC,3630000000,PARKS,1815,15," $180,440,543.41 ",2,Low Risk
2297,5,RFP PAR57325,PAR Landcape Architectural Poo,611617.19,8/12/2019,7/31/2024,ARCSITIO DESIGN INC,3630000000,PARKS,1815,15," $180,440,543.41 ",4,Medium Risk
2297,6,RFP PAR57325,PAR Landcape Architectural Poo,717917.19,8/12/2019,7/31/2024,ARCSITIO DESIGN INC,3630000000,PARKS,1815,15," $180,440,543.41 ",4,Medium Risk
2297,7,RFP PAR57325,PAR Landcape Architectural Poo,765417.19,8/12/2019,7/31/2024,ARCSITIO DESIGN INC,3630000000,PARKS,1815,15," $180,440,543.41 ",4,Medium Risk
2297,8,RFP PAR57325,PAR Landcape Architectural Poo,820417.19,8/12/2019,7/31/2024,ARCSITIO DESIGN INC,3630000000,PARKS,1815,15," $180,440,543.41 ",4,Medium Risk
2297,9,RFP PAR57325,PAR Landcape Architectural Poo,958402.19,8/12/2019,7/31/2024,ARCSITIO DESIGN INC,3630000000,PARKS,1815,15," $180,440,543.41 ",4,Medium Risk
2297,10,RFP PAR57325,PAR Landcape Architectural Poo,977232.19,8/12/2019,7/31/2024,ARCSITIO DESIGN INC,3630000000,PARKS,1815,15," $180,440,543.41 ",4,Medium Risk
2297,11,RFP PAR57325,PAR Landcape Architectural Poo,1028732.19,8/12/2019,7/31/2024,ARCSITIO DESIGN INC,3630000000,PARKS,1815,15," $180,440,543.41 ",4,Medium Risk
2297,12,RFP PAR57325,PAR Landcape Architectural Poo,1056232.19,8/12/2019,7/31/2024,ARCSITIO DESIGN INC,3630000000,PARKS,1815,15," $180,440,543.41 ",4,Medium Risk
2299,1,EXI EXEMPT INTERLOCAL,"PAR Childcare Food Magna, Mill",0,9/1/2019,8/31/2020,GRANITE SCHOOL DISTRICT,3630000000,PARKS,365,28," $180,440,543.41 ",2,Low Risk
2300,1,RFP RE58246,RE Real Estate Acquisition Svc,1,8/13/2019,10/31/2025,PADGETT PROPERTIES INC,3102000000,REAL ESTATE,2271,1," $2,666.00 ",0,Low Risk
2301,1,RFP RE58246,RE Real Estate Acquisition Svc,1,8/13/2019,10/31/2025,LAMAR A MABEY & ASSOCIATES INC,3102000000,REAL ESTATE,2271,1," $2,666.00 ",0,Low Risk
2302,1,EXO EXEMPT STATECONTRACT MA457,YS- Copier Maintenance,0,8/26/2019,8/25/2020,CANON SOLUTIONS AMERICA INC,2100000000,YOUTH SERVICES DIVISION,365,4," $481,305.32 ",3,Medium Risk
2302,2,EXO EXEMPT STATECONTRACT MA457,YS- Copier Maintenance,0,8/26/2019,8/25/2021,CANON SOLUTIONS AMERICA INC,2100000000,YOUTH SERVICES DIVISION,730,4," $481,305.32 ",3,Medium Risk
2306,1,EXI EXEMPT INTERGOVERNMENTAL,BH/SHE/CJAC Data Share,1,8/15/2019,8/14/2029,SALT LAKE COUNTY,1023000000,OFF. HOMELESS/CRIMINAL JUSTICE,3652,153," $785,834.00 ",3,Medium Risk
2310,1,RFC FLM58498,FLM Bulk Fuel Supplier,0,8/19/2019,8/19/2024,IPC USA INC,6100000000,CONTRACTS AND PROCUREMENT,1827,2, $-   ,0,Low Risk
2311,1,RFC FLM58498,FLM Bulk Fuel Supplier Pool,0,8/19/2019,8/19/2024,MANSFIELD OIL CO OF GAINESVILLE INC,6100000000,CONTRACTS AND PROCUREMENT,1827,2, $-   ,0,Low Risk
2311,2,RFC FLM58498,FLM Bulk Fuel Supplier Pool,0,8/19/2019,8/19/2024,MANSFIELD OIL CO OF GAINESVILLE INC,6100000000,CONTRACTS AND PROCUREMENT,1827,2, $-   ,0,Low Risk
2313,1,RFC FLM58498,FLM Bulk Fuel Supplier,0,8/19/2019,8/19/2024,PETROLEUM TRADERS CORPORATION,6100000000,CONTRACTS AND PROCUREMENT,1827,2, $-   ,0,Low Risk
2321,1,EXI EXEMPT INTERLOCAL,ORD Transport:SouthwestVisioni,100000,8/21/2019,6/30/2021,WASATCH FRONT REGIONAL COUNCIL,1025000000,"RGNL TRANS, HOUSNG & ECON DEV",679,9," $379,292,208.65 ",5,Medium Risk
2322,1,EXO EXEMPT LEGAL SERVICES,MAY Legal Service HR Retaliati,15000,8/16/2019,12/31/2019,STOEL RIVES LLP,1020000000,MAYOR ADMINISTRATION,137,1," $26,565,719.00 ",2,Low Risk
2326,1,EXO EXEMPT SMALL COST,AGS Charter Fall Colors Tour,977.21,8/29/2019,10/5/2019,LE BUS,2300000000,AGING AND ADULT SERVICES,37,7," $4,409,811.00 ",4,Medium Risk
2330,1,EXI EXEMPT INTERLOCAL,ORD-RDA FirstClassHighwayProje,15000000,8/29/2019,12/31/2029,SALT LAKE CITY,1025000000,"RGNL TRANS, HOUSNG & ECON DEV",3777,33," $379,292,208.65 ",7,High Risk
2331,1,EXI EXEMPT INTERLOCAL,MAY Fee Waiver BeReadyUtahExpo,1,9/3/2019,9/2/2021,STATE OF UTAH,1020000000,MAYOR ADMINISTRATION,730,106," $26,565,719.00 ",2,Low Risk
2332,1,EXI EXEMPT INTERLOCAL,ORD Utah Parking Modernization,25000,7/1/2019,7/1/2021,WASATCH FRONT REGIONAL COUNCIL,1025000000,"RGNL TRANS, HOUSNG & ECON DEV",731,9," $379,292,208.65 ",4,Medium Risk
2334,1,EXI EXEMPT INTERLOCAL,CJAC/SHE Data Use,2000,9/9/2019,1/25/2021,STATE OF UTAH,1023000000,OFF. HOMELESS/CRIMINAL JUSTICE,504,106," $785,834.00 ",3,Medium Risk
2337,1,EXI EXEMPT INTERLOCAL,MAY TRCC Intermountain Region,105000,9/9/2019,5/14/2020,USDA FOREST SERVICE,1020000000,MAYOR ADMINISTRATION,248,10," $26,565,719.00 ",2,Low Risk
2338,1,RFP HEA60846,HEA SSTCoalitionClinicalAdviso,31200,9/10/2019,6/30/2020,MARK SHAH,2150000000,HEALTH,294,4," $84,917,217.50 ",3,Medium Risk
2338,2,RFP HEA60846,HEA SSTCoalitionClinicalAdviso,31200,9/10/2019,6/30/2022,MARK SHAH,2150000000,HEALTH,1024,4," $84,917,217.50 ",3,Medium Risk
2338,3,RFP HEA60846,HEA SSTCoalitionClinicalAdviso,31200,9/10/2019,6/30/2024,MARK SHAH,2150000000,HEALTH,1755,4," $84,917,217.50 ",3,Medium Risk
2340,1,E-RFP HEA60846,HEA SSTCoalitionClinicalAdviso,18000,9/13/2019,6/30/2020,UNIVERSITY OF UTAH HOSPITALS,2150000000,HEALTH,291,27," $84,917,217.50 ",3,Medium Risk
2340,2,E-RFP HEA60846,HEA SSTCoalitionClinicalAdviso,18000,9/13/2019,6/30/2022,UNIVERSITY OF UTAH HOSPITALS,2150000000,HEALTH,1021,27," $84,917,217.50 ",3,Medium Risk
2340,3,E-RFP HEA60846,HEA SSTCoalitionClinicalAdviso,31500,9/13/2019,6/30/2024,UNIVERSITY OF UTAH HOSPITALS,2150000000,HEALTH,1752,27," $84,917,217.50 ",3,Medium Risk
2341,1,EXO EXEMPT UTILITY,PAR Power at JamesMadisonPark,0,9/11/2019,9/10/2024,ROCKY MOUNTAIN POWER,3630000000,PARKS,1826,33," $180,440,543.41 ",4,Medium Risk
2342,1,RFP RE58247-1,REL Real Estate Appraisal Svcs,2655,11/12/2019,10/31/2024,THE COOK GROUP INC,3102000000,REAL ESTATE,1815,1," $2,666.00 ",0,Low Risk
2345,1,EXO EXEMPT CONTRIBUTION,ORD Intake&Diversion@Homeless,300000,9/1/2019,2/28/2020,UTAH COMMUNITY ACTION,1025000000,"RGNL TRANS, HOUSNG & ECON DEV",180,40," $379,292,208.65 ",6,High Risk
2346,1,EXI EXEMPT INTERLOCAL,PAR Blueprint Jordan River Upd,1,9/20/2019,9/19/2022,JORDAN RIVER COMMISSION,3630000000,PARKS,1095,2," $180,440,543.41 ",2,Low Risk
0000002346-1,1,EXI EXEMPT INTERLOCAL,PAR Blueprint Jordan River,0,11/1/2019,12/31/2021,WASATCH FRONT REGIONAL COUNCIL,3630000000,PARKS,791,9," $180,440,543.41 ",2,Low Risk
2349,1,EXO EXEMPT SMALL COST,YS Afterschool Educational Pro,1,7/1/2019,6/30/2020,GRANITE SCHOOL DISTRICT,2100000000,YOUTH SERVICES DIVISION,365,28," $481,305.32 ",4,Medium Risk
2349,2,EXO EXEMPT SMALL COST,YS Afterschool Educational Pro,1,7/1/2019,6/30/2021,GRANITE SCHOOL DISTRICT,2100000000,YOUTH SERVICES DIVISION,730,28," $481,305.32 ",4,Medium Risk
2353,1,RFC PWO61100,PWO- Road Salt,0,9/24/2019,9/23/2024,BROKEN ARROW INC,4400000000,PUBLIC WORKS OPERATIONS,1826,2," $1,456,320.49 ",1,Low Risk
2357,1,RFC PWO61088,PWO Asphalt Cracksealing copnd,0,9/26/2019,9/25/2024,MAXWELL PRODUCTS INC,4400000000,PUBLIC WORKS OPERATIONS,1826,4," $1,456,320.49 ",0,Low Risk
2357,2,RFC PWO61088,PWO Asphalt Cracksealing copnd,0,9/26/2019,9/25/2024,MAXWELL PRODUCTS INC,4400000000,PUBLIC WORKS OPERATIONS,1826,4," $1,456,320.49 ",0,Low Risk
2358,1,EXO EXEMPT SMALL COST,AGS CharterChristmasLightsTour,464.96,9/26/2019,12/17/2019,LE BUS,2300000000,AGING AND ADULT SERVICES,82,7," $4,409,811.00 ",5,Medium Risk
2362,1,RFP ESR58493,ESR Consulting&Actuarial OPEB,0,10/2/2019,6/30/2021,NYHART,5300000000,EMP SERV RES-HEALTH BENEFITS,637,2, $-   ,1,Low Risk
2362,2,RFP ESR58493,ESR Consulting&Actuarial OPEB,0,10/2/2019,6/30/2025,NYHART,5300000000,EMP SERV RES-HEALTH BENEFITS,2098,2, $-   ,1,Low Risk
2365,1,EXI EXEMPT INTERLOCAL,PAR TempConstructionEasement,1,9/10/2019,9/9/2069,SANDY CITY,3630000000,PARKS,18262,24," $180,440,543.41 ",3,Medium Risk
2368,1,RFC FAC60031-1,CZ Electrical Supplies,0,10/4/2019,10/3/2024,CODALE ELECTRIC SUPPLY INC,6100000000,CONTRACTS AND PROCUREMENT,1826,10, $-   ,3,Medium Risk
2370,1,EXO EXEMPT,AGS Student Nursing Services,1,10/7/2019,6/30/2022,WESTMINSTER UNIVERSITY,2300000000,AGING AND ADULT SERVICES,997,23," $4,409,811.00 ",2,Low Risk
2375,1,EXO EXEMPT EMERGENCY,ART BalletWestBldgEntryTileRep,125424,10/16/2019,12/3/2020,OKLAND CONSTRUCTION,3500000000,SLCO ARTS AND CULTURE,414,2," $12,034,449.72 ",6,High Risk
2375,2,EXO EXEMPT EMERGENCY,ART BalletWestBldgEntryTileRep,157109,10/16/2019,12/3/2020,OKLAND CONSTRUCTION,3500000000,SLCO ARTS AND CULTURE,414,2," $12,034,449.72 ",6,High Risk
2376,1,RFC SWM61556,SWM Preventive Scale Maint.,0,10/16/2019,10/16/2024,MELDRUM SCALE COMPANY,6100000000,CONTRACTS AND PROCUREMENT,1827,2, $-   ,0,Low Risk
2379,1,EXO EXEMPT SMALL COST,MAY/CJAC Wireless Internet Buy,1850,10/23/2019,11/1/2019,SMG,1023000100,CJAC ADMINISTRATION,9,28," $2,600.00 ",2,Low Risk
2382,1,EXO EXEMPT OTHER,PAR CustGenerationServiceAgree,1,11/1/2019,10/31/2049,ROCKY MOUNTAIN POWER,3630000000,PARKS,10957,33," $180,440,543.41 ",5,Medium Risk
2383,1,EXO EXEMPT CONTRIBUTION,"MAY TRCC New Exhibit ""Paths""",50000,11/5/2019,12/31/2020,JORDAN VALLEY CONSERVATION GARDENS,1020001300,COMMUNITY SERVICES ADMIN,422,8," $30,539,793.00 ",2,Low Risk
2384,1,EXS EXEMPT SOLE SOURCE,PAR Const Obersvation&TestOqui,26770,10/29/2019,10/28/2020,APPLIED GEOTECHNICAL ENGINEERING CONSULT,3630000000,PARKS,365,3," $180,440,543.41 ",5,Medium Risk
2385,1,EXO EXEMPT ADVERTISING,LIB Advertisements,7500,11/7/2019,12/30/2019,REAGAN OUTDOOR ADVERTISING,2500000000,LIBRARY FUND,53,4," $302,993,516.62 ",3,Medium Risk
2387,1,EXI EXEMPT INTERLOCAL,ORD Transport:PropertyAcquisit,70330,11/13/2019,11/13/2022,COTTONWOOD HEIGHTS,1025000000,"RGNL TRANS, HOUSNG & ECON DEV",1096,29," $379,292,208.65 ",5,Medium Risk
2389,1,EXO EXEMPT OTHER,MAY Census 2020 SLCo Fund,1,11/14/2019,11/13/2029,THE COMMUNITY FOUNDATION OF UTAH,1020000000,MAYOR ADMINISTRATION,3652,4," $26,565,719.00 ",2,Low Risk
2393,1,RFC FAC60031-1,CW Electrical Supplies,0,11/19/2019,11/19/2024,BORDER STATES INDUSTRIES INC,6100000000,CONTRACTS AND PROCUREMENT,1827,2, $-   ,1,Low Risk
2397,1,EXI EXEMPT INTERLOCAL,MAY/HS Financial & Tax Clinic,1,11/26/2019,4/30/2020,WESTMINSTER UNIVERSITY,1020001200,HUMAN SERVICES ADMIN,156,23," $35,003.00 ",2,Low Risk
2398,1,EXO EXEMPT SMALL COST,AGS Charter Chuck-a-Rama,500,11/19/2019,12/9/2019,LE BUS,2300000000,AGING AND ADULT SERVICES,20,7," $4,409,811.00 ",5,Medium Risk
2399,1,CON SLP61396,SLP Salt Palace Restrooms,1254400,11/27/2019,7/2/2021,STALLINGS CONSTRUCTION INC,3550990000,SALT PALACE CAPITAL PROJECTS,583,785," $2,775,817.30 ",2,Low Risk
2399,2,CON SLP61396,SLP Salt Palace Restrooms,1351183.1,11/27/2019,7/18/2021,STALLINGS CONSTRUCTION INC,3550990000,SALT PALACE CAPITAL PROJECTS,599,785," $2,775,817.30 ",2,Low Risk
2400,1,EXI EXEMPT (INTERLOCAL),PAR Refuse/Recycle Services,582047.76,1/1/2020,12/31/2021,WASATCH FRONT WASTE &,3630000000,PARKS,730,5," $180,440,543.41 ",5,Medium Risk
2401,1,EXO EXEMPT UTILITY,PAR Power@LarryHMillerSoftball,0,12/4/2019,12/3/2024,ROCKY MOUNTAIN POWER,3630000000,PARKS,1826,33," $180,440,543.41 ",5,Medium Risk
2402,1,EXI EXEMPT INTERLOCAL,FAC Firestation#110&116Repairs,115000,12/6/2019,12/5/2021,UNIFIED FIRE SERVICE AREA,6300000000,FACILITIES SERVICES,730,3," $8,792,208.80 ",3,Medium Risk
